id,size,header_position,name,value,flag,time
1,8,12,ActTime,3.829399591946872e+181,0,2024-01-13 12:33:24.047000
2,8,25,ActTime2,3.829399591946872e+181,0,2024-01-13 12:33:24.047000
1,8,12,ActTime,3.829399592333326e+181,0,2024-01-13 12:33:24.055000
2,8,25,ActTime2,3.829399592333326e+181,0,2024-01-13 12:33:24.055000
3,8,32,F1,0.0,0,2009-04-22 21:25:53.537000
4,8,39,F2,0.0,0,2009-04-22 21:25:53.537000
5,8,46,P1,0.0,0,2009-04-22 21:25:53.537000
6,8,53,P2,0.0,0,2009-04-22 21:25:53.537000
7,8,60,P3,0.0,0,2009-04-22 21:25:53.537000
1,8,12,ActTime,3.829431251349315e+181,0,2024-01-13 12:33:34.070000
2,8,25,ActTime2,3.829431251349315e+181,0,2024-01-13 12:33:34.070000
1,8,12,ActTime,3.8294629101720775e+181,0,2024-01-13 12:33:44.081000
2,8,25,ActTime2,3.8294629101720775e+181,0,2024-01-13 12:33:44.081000
1,8,12,ActTime,3.8294945690914534e+181,0,2024-01-13 12:33:54.094000
2,8,25,ActTime2,3.8294945690914534e+181,0,2024-01-13 12:33:54.094000
1,8,12,ActTime,3.829526227672682e+181,0,2024-01-13 12:34:04.100000
2,8,25,ActTime2,3.829526227672682e+181,0,2024-01-13 12:34:04.100000
1,8,12,ActTime,3.829557886060684e+181,0,2024-01-13 12:34:14.102000
3,8,32,F1,507.52736805644474,0,2024-01-13 12:34:05.801000
3,8,32,F1,507.55714738278624,0,2024-01-13 12:34:06.676000
3,8,32,F1,507.55622174905653,0,2024-01-13 12:34:07.678000
3,8,32,F1,507.5521165944583,0,2024-01-13 12:34:08.677000
3,8,32,F1,507.5119084920948,0,2024-01-13 12:34:09.678000
3,8,32,F1,507.5899056438217,0,2024-01-13 12:34:10.677000
3,8,32,F1,507.5737868761009,0,2024-01-13 12:34:11.677000
3,8,32,F1,507.5403109119129,0,2024-01-13 12:34:12.678000
3,8,32,F1,507.5541609467553,0,2024-01-13 12:34:13.677000
4,8,39,F2,506.25153896245394,0,2024-01-13 12:34:05.804000
4,8,39,F2,506.2224622069197,0,2024-01-13 12:34:06.676000
4,8,39,F2,506.24496735649086,0,2024-01-13 12:34:07.678000
4,8,39,F2,506.20068194067835,0,2024-01-13 12:34:08.677000
4,8,39,F2,506.1919765621158,0,2024-01-13 12:34:09.679000
4,8,39,F2,506.1534696821377,0,2024-01-13 12:34:10.677000
4,8,39,F2,506.1768939383225,0,2024-01-13 12:34:11.678000
4,8,39,F2,506.2121761393243,0,2024-01-13 12:34:12.678000
4,8,39,F2,506.2392640554704,0,2024-01-13 12:34:13.677000
5,8,46,P1,2974.7447817427073,0,2024-01-13 12:34:05.804000
5,8,46,P1,2974.7449520885093,0,2024-01-13 12:34:06.676000
5,8,46,P1,2974.744923966662,0,2024-01-13 12:34:07.678000
5,8,46,P1,2974.744819708708,0,2024-01-13 12:34:08.677000
5,8,46,P1,2974.744280328245,0,2024-01-13 12:34:09.678000
5,8,46,P1,2974.7440553129086,0,2024-01-13 12:34:10.677000
5,8,46,P1,2974.7445547923016,0,2024-01-13 12:34:11.677000
5,8,46,P1,2974.7446621622544,0,2024-01-13 12:34:12.678000
5,8,46,P1,2974.74418238722,0,2024-01-13 12:34:13.677000
6,8,53,P2,130.20958432024963,0,2024-01-13 12:34:05.805000
6,8,53,P2,130.2097241622108,0,2024-01-13 12:34:06.676000
6,8,53,P2,130.2099017172223,0,2024-01-13 12:34:07.678000
6,8,53,P2,130.20988294878055,0,2024-01-13 12:34:08.677000
6,8,53,P2,130.20987028497044,0,2024-01-13 12:34:09.679000
6,8,53,P2,130.20979458817723,0,2024-01-13 12:34:10.677000
6,8,53,P2,130.20977600970207,0,2024-01-13 12:34:11.678000
6,8,53,P2,130.2097390537447,0,2024-01-13 12:34:12.678000
6,8,53,P2,130.20973713035733,0,2024-01-13 12:34:13.677000
2,8,25,ActTime2,3.829557886108991e+181,0,2024-01-13 12:34:14.103000
3,8,32,F1,507.5541609467553,0,2024-01-13 12:34:13.677000
4,8,39,F2,506.2392640554704,0,2024-01-13 12:34:13.677000
5,8,46,P1,2974.74418238722,0,2024-01-13 12:34:13.677000
